record_id,human_title_abstract,human_final,chatgpt_title_abstract,gemini_title_abstract,chatgpt_full_text_tf,gemini_full_text_tf,chatgpt_title_abstract_missing,gemini_title_abstract_missing,chatgpt_full_text_tf_missing,gemini_full_text_tf_missing
SR3-5edf96abdf2afc80,0,0,0,0,0,0,0,0,1,1
SR3-41e2325eeb900b73,0,0,0,1,0,0,0,0,1,1
SR3-5d4aecda579bc13a,0,0,1,1,0,0,0,0,1,1
SR3-c53c63669c7396ab,0,0,0,0,0,0,0,0,1,1
SR3-02beb738f9231289,0,0,1,1,0,0,0,0,1,1
SR3-f68a8ab1c712dca6,0,0,0,0,0,0,0,0,1,1
SR3-92acd443ee49c4d3,0,0,0,1,0,0,0,0,1,1
SR3-6a85cfe6bb763b9a,0,0,1,1,1,1,0,0,0,0
SR3-15538522f9fc8c1a,0,0,0,0,0,0,0,0,1,1
SR3-715acacbf4cf8cb8,0,0,0,0,0,0,0,0,1,1
SR3-703b68db2e6a4d95,0,0,0,0,0,0,0,0,1,1
SR3-10cbe58ed88ab2b4,0,0,0,0,0,0,0,0,1,1
SR3-fcdcbed2868bd67c,0,0,0,1,0,0,0,0,1,1
SR3-0d01aee6c790e1aa,0,0,0,0,0,0,0,0,1,1
SR3-3bf581c4aca25477,0,0,0,0,0,0,0,0,1,1
SR3-23e6acd27a8e3f0a,0,0,1,1,1,1,0,0,0,0
SR3-3e19da7ed87e562f,1,0,1,1,1,1,0,0,0,0
SR3-13532c9c3b696baf,0,0,0,0,0,0,0,0,1,1
SR3-26a7f70ffddfb206,1,0,1,1,0,0,0,0,1,1
SR3-003596d5ef37352a,0,0,0,0,0,0,0,0,1,1
SR3-4a01a656d0b9b42e,0,0,0,0,0,0,0,0,1,1
SR3-fe3842987a308f3c,1,1,1,1,1,1,0,0,0,0
SR3-4263efb461be6875,0,0,0,0,0,0,0,0,1,1
SR3-06f92c1c7b1d4d90,1,0,1,0,0,0,0,0,1,1
SR3-3797bc18fd8fea69,1,1,1,1,1,1,0,0,0,0
SR3-ad0092d45efaa8d6,1,1,1,1,1,1,0,0,0,0
SR3-8e5175e85c1a932e,0,0,0,0,0,0,0,0,1,1
SR3-5040ccaf7b702d9a,0,0,0,0,0,0,0,0,1,1
SR3-8ae98bf51835c354,0,0,1,1,1,0,0,0,0,0
SR3-8de6a1dd87a6af87,0,0,0,0,0,0,0,0,1,1
SR3-9520e5a1f1814280,1,0,1,1,1,1,0,0,0,0
SR3-aadce645141b1bbc,0,0,0,0,0,0,0,0,1,1
SR3-839160a4ccad89f6,1,1,1,1,1,1,0,0,0,0
SR3-4472f6e1e413a71c,0,0,0,0,0,0,0,0,1,1
SR3-5eec08da5c8a2458,0,0,0,0,0,0,0,0,1,1
SR3-4919f7256d2d3eb0,0,0,0,0,0,0,0,0,1,1
SR3-239287cbd7ac432c,0,0,0,0,0,0,0,0,1,1
SR3-8e8fea9aed2705a5,0,0,1,0,0,1,0,0,0,0
SR3-b066ed2fbb10160f,0,0,1,1,1,1,0,0,0,0
SR3-57af2b53e448bd11,0,0,1,1,1,1,0,0,0,0
SR3-09f9df5782ba7cf5,0,0,0,1,0,0,0,0,1,1
SR3-472cbc7328735649,0,0,0,0,0,0,0,0,1,1
SR3-9444b4d5d0fb578f,0,0,0,0,0,0,0,0,1,1
SR3-f30f123fd8a66678,0,0,1,1,0,0,0,0,1,1
SR3-2a2ea0ef6dd1f920,0,0,0,1,0,0,0,0,1,1
SR3-ac0b4dbd2ebbe1a9,0,0,0,0,0,0,0,0,1,1
SR3-cafc6b1b86b335a8,0,0,0,0,0,0,0,0,1,1
SR3-6cff0f300abc5f47,0,0,0,0,0,0,0,0,1,1
SR3-8165fe18a58b4b65,0,0,1,1,0,0,0,0,1,1
SR3-5684c0c48076a6b8,0,0,0,1,0,0,0,0,1,1
SR3-725d502119d2a116,1,1,1,1,1,1,0,0,0,0
SR3-eca77a9b89074a11,0,0,0,1,0,0,0,0,1,1
SR3-5dd3fefacdf5fafe,0,0,1,0,0,0,0,0,1,1
SR3-ec1c79c15bdadcd7,0,0,0,0,0,0,0,0,1,1
SR3-ca89d19899454dd2,0,0,0,0,0,0,0,0,1,1
SR3-e68ba3d4ffd6d358,0,0,0,0,0,0,0,0,1,1
SR3-e45017a07a31f19f,0,0,1,1,0,1,0,0,1,0
SR3-9a29ca7f8a87ef4c,1,1,1,1,1,1,0,0,0,0
SR3-02ac912da3f90fa5,1,1,1,1,1,1,0,0,0,0
SR3-81ca3a8ac5c4f4df,0,0,1,1,0,0,0,0,1,1
SR3-b1419974607598df,0,0,0,0,0,0,0,0,1,1
SR3-d0d2a152a1468422,0,0,0,0,0,0,0,0,1,1
SR3-36dc061b1483bd7f,0,0,1,1,0,0,0,0,1,1
SR3-4b8b16b04f1b5fc7,0,0,0,0,0,0,0,0,1,1
SR3-07eb5387d6972930,0,0,1,1,1,1,0,0,0,0
SR3-6c40412190122983,0,0,0,0,0,0,0,0,1,1
SR3-f855262f1a6ae570,0,0,1,1,0,0,0,0,1,1
SR3-8c4e5307ef610c84,0,0,1,1,0,0,0,0,1,1
SR3-ac547794a2799f3e,0,0,0,0,0,0,0,0,1,1
SR3-4de7f622c4716c46,0,0,1,1,0,0,0,0,1,1
SR3-f3a2e20dc93ca65a,1,1,1,1,1,1,0,0,0,0
SR3-2502492ff72a2ac4,0,0,1,1,0,0,0,0,1,1
SR3-a53e62c6f20836fe,0,0,0,0,0,0,0,0,1,1
SR3-75c2674bae42100c,0,0,0,0,0,0,0,0,1,1
SR3-c0185c802bdf6be0,0,0,0,0,0,0,0,0,1,1
SR3-34300281d14e4bd7,0,0,0,0,0,0,0,0,1,1
SR3-e6e5e3fbf3730ad1,0,0,0,0,0,0,0,0,1,1
SR3-e1f5ad4019a640fc,0,0,0,0,0,0,0,0,1,1
SR3-87e1caeb395f4087,1,1,1,1,1,1,0,0,0,0
SR3-46c3d608e0e597fc,0,0,1,1,1,1,0,0,0,0
SR3-3146108a5460e536,0,0,1,0,0,0,0,0,1,1
SR3-549dd2e31870a74a,1,1,1,1,1,1,0,0,0,0
SR3-5f0695cbd28e6e38,0,0,1,1,0,1,0,0,0,0
SR3-c00ed32a45ccf6d9,0,0,0,0,0,0,0,0,1,1
SR3-4243340e838b6972,0,0,0,0,0,0,0,0,1,1
SR3-10ce90a97ad98e82,0,0,0,0,0,0,0,0,1,1
SR3-f8f39702dbec8454,0,0,0,0,0,0,0,0,1,1
SR3-7787d4b53164d467,0,0,0,0,0,0,0,0,1,1
SR3-3967899f80272198,0,0,0,0,0,0,0,0,1,1
SR3-a7bb516e64776e96,0,0,0,0,0,0,0,0,1,1
SR3-1d93684afaff5a52,0,0,0,0,0,0,0,0,1,1
SR3-de312717929ffbfa,1,1,1,1,1,1,0,0,0,0
SR3-28b9f68c9de7dd50,0,0,0,0,0,0,0,0,1,1
SR3-e7af03b7e6c98458,0,0,0,0,0,0,0,0,1,1
SR3-af2ae4bc15c0cca2,0,0,1,1,0,0,0,0,1,1
SR3-ce8a627888ef0606,0,0,0,0,0,0,0,0,1,1
SR3-e45a34a09c901afd,0,0,1,1,0,0,0,0,1,1
SR3-0ab7da7da43a3047,0,0,1,0,0,0,0,0,1,1
SR3-bcf4b5d0f795aa13,0,0,0,0,0,0,0,0,1,1
SR3-d5dee999b5d0377f,1,0,1,1,1,1,0,0,0,0
SR3-716e7cd9944d25a3,1,0,1,1,0,1,0,0,1,0
SR3-f3e8021dd9f8bf04,0,0,1,1,1,1,0,0,0,0
SR3-039e6a8ffbd76449,0,0,1,1,1,1,0,0,0,0
SR3-c75f35b9f8cb0060,0,0,0,0,0,0,0,0,1,1
SR3-a1f95e853b374476,0,0,0,0,0,0,0,0,1,1
SR3-b94ed03ece29ce39,0,0,1,0,0,0,0,0,1,1
SR3-ea1a0efe87c6907c,1,1,1,1,0,1,0,0,1,0
SR3-de6d895822940cb5,0,0,1,1,0,0,0,0,1,1
SR3-15076e0b7747e73a,0,0,0,0,0,0,0,0,1,1
SR3-f644ea43c818d95e,0,0,1,1,1,1,0,0,0,0
SR3-3b584294f9077cfb,0,0,0,0,0,0,0,0,1,1
SR3-4e2de0e7082310a2,0,0,1,1,0,0,0,0,1,1
SR3-7f78d21c1a910fbe,0,0,0,0,0,0,0,0,1,1
SR3-f2899569414a19cf,0,0,0,0,0,0,0,0,1,1
SR3-df6da6611c52ef84,0,0,1,1,1,1,0,0,0,0
SR3-2b094983089df99d,0,0,0,1,0,0,0,0,1,1
SR3-9db0d00211c2b2c2,0,0,0,0,0,0,0,0,1,1
SR3-f9e9a731fea09cd6,0,0,1,0,1,1,0,0,0,0
SR3-3335e0a5c4684c2e,0,0,1,0,0,0,0,0,1,1
SR3-cef2498f613dbda9,1,0,1,0,1,0,0,0,0,0
SR3-0ba675f739b92930,0,0,0,0,0,0,0,0,1,1
SR3-e71c9caf07adc9a1,1,1,1,1,1,1,0,0,0,0
SR3-d0f48c5ca3953a4a,0,0,1,1,0,0,0,0,1,1
SR3-038d7d879a195404,0,0,0,1,0,0,0,0,1,1
SR3-5a0552605141fabd,0,0,1,1,1,1,0,0,0,0
SR3-4143c5040401bb29,0,0,0,0,0,0,0,0,1,1
SR3-e521d8b254e6bb0f,0,0,1,1,0,0,0,0,1,1
SR3-b18d1c865e5bb93c,0,0,1,1,1,1,0,0,0,0
SR3-aee8fbcca616fc41,0,0,0,0,0,0,0,0,1,1
SR3-73b919087a5a8125,0,0,0,0,0,0,0,0,1,1
SR3-6f47327bab6ca147,0,0,0,0,0,0,0,0,1,1
SR3-d10006c5502c1262,0,0,1,0,0,0,0,0,1,1
SR3-d894dac36026e5d4,0,0,0,0,0,0,0,0,1,1
SR3-eaa3f8f35dfe8d53,0,0,1,1,0,0,0,0,1,1
SR3-798935617435587b,0,0,0,0,0,0,0,0,1,1
SR3-c5a6900952d2d200,0,0,0,1,0,0,0,0,1,1
SR3-eb7353f41f57cff6,0,0,0,0,0,0,0,0,1,1
SR3-1d9df315d83d60ac,0,0,0,1,0,0,0,0,1,1
SR3-4ad160d44cad1550,0,0,0,0,0,0,0,0,1,1
SR3-9d9a1990207302c3,0,0,0,0,0,0,0,0,1,1
SR3-c3c94f42eca621b4,0,0,0,0,0,0,0,0,1,1
SR3-c268ad286b5e5a8a,0,0,0,1,0,0,0,0,1,1
SR3-a3a824fd2a1bc9ae,0,0,0,0,0,0,0,0,1,1
SR3-6bef895dd4057fd3,0,0,0,0,0,0,0,0,1,1
SR3-5514c92bd9afb50a,0,0,0,0,0,0,0,0,1,1
SR3-a8a7960058d8494b,0,0,1,1,0,1,0,0,0,0
SR3-b7ae3ba8c7ee7a23,0,0,1,0,0,0,0,0,1,1
SR3-c2ab9c48ef9a26ac,0,0,0,0,0,0,0,0,1,1
SR3-3e7d9d12475285fb,0,0,1,1,1,1,0,0,0,0
SR3-b2038af4841a1b38,1,0,1,1,1,1,0,0,0,0
SR3-6c3b4071c88dd09a,0,0,1,0,1,0,0,0,0,0
SR3-9e69e7f2395ac499,0,0,0,0,0,0,0,0,1,1
SR3-24997fe72c417392,0,0,0,0,0,0,0,0,1,1
SR3-b6a9682a20645664,0,0,0,0,0,0,0,0,1,1
SR3-948fd92f1a2a0077,1,1,1,1,1,1,0,0,0,0
SR3-69285d83bdfc81b0,0,0,1,1,0,0,0,0,1,1
SR3-00bef7c75fd5b434,0,0,1,1,1,1,0,0,0,0
SR3-d91fcfabd02e109c,0,0,1,0,0,0,0,0,0,0
SR3-04f5dbef87893ea6,0,0,0,0,0,0,0,0,1,1
SR3-50e028a8a05c31a1,1,0,1,1,0,0,0,0,1,1
SR3-1f032322a9b52673,0,0,1,0,0,0,0,0,1,1
SR3-6a14361e2f144fa5,0,0,0,1,0,0,0,0,1,1
SR3-84fbda144aeb9118,0,0,0,0,0,0,0,0,1,1
SR3-5eab757f74b73f5f,0,0,1,0,0,0,0,0,0,0
SR3-237446871fe91c5d,0,0,0,0,0,0,0,0,1,1
SR3-0ad166ae0b5b86ce,0,0,0,0,0,0,0,0,1,1
SR3-709dfa1f5a88b845,0,0,1,1,1,1,0,0,0,0
SR3-768a0e4c39967b72,0,0,0,0,0,0,0,0,1,1
SR3-39ac309723146782,0,0,1,1,1,1,0,0,0,0
SR3-8877c0f4b5a9222b,0,0,0,0,0,0,0,0,1,1
SR3-3f6114e467152e8c,0,0,0,0,0,0,0,0,1,1
SR3-af60ef60d79ffee1,0,0,0,1,0,0,0,0,1,1
SR3-e2f771d2722a1176,0,0,0,0,0,0,0,0,1,1
SR3-e7be8ecae0690103,0,0,1,1,0,0,0,0,1,1
SR3-03cf2fb7d4ab4f17,0,0,0,0,0,0,0,0,1,1
SR3-2120a09731c5f3da,1,0,1,1,0,0,0,0,1,1
SR3-04282ea019a2fffb,0,0,0,0,0,0,0,0,1,1
SR3-2ea8514dc2a1f0a5,0,0,0,0,0,0,0,0,1,1
SR3-7f19e4e04bd5b3a2,0,0,0,0,0,0,0,0,1,1
SR3-be269057be012c0d,0,0,0,0,0,0,0,0,1,1
SR3-92c44f1630f6a090,0,0,0,0,0,0,0,0,1,1
SR3-0a5940a126d34c53,0,0,1,0,0,0,0,0,1,1
SR3-d9af8d69b7ed502b,0,0,1,1,1,0,0,0,0,0
SR3-438f5503ff585a22,0,0,1,1,1,1,0,0,0,0
SR3-575803dac43e2e61,0,0,0,0,0,0,0,0,1,1
SR3-32cc7b787845a350,0,0,0,1,0,0,0,0,1,1
SR3-c289fd848cafa787,0,0,0,0,0,0,0,0,1,1
SR3-78c593b7d7705f79,0,0,0,0,0,0,0,0,1,1
SR3-9975fb1fc683fd50,0,0,0,0,0,0,0,0,1,1
SR3-28064f2bdb3a87cc,0,0,0,0,0,0,0,0,1,1
SR3-84d855d39ee692e0,0,0,0,0,0,0,0,0,1,1
SR3-fcc23733f63bc3bc,0,0,0,0,0,0,0,0,1,1
SR3-506bbfd58a70ccec,0,0,1,0,0,0,0,0,1,1
SR3-00412b146b04c4d2,1,1,1,1,0,0,0,0,1,1
SR3-646a875166bd35f4,0,0,0,0,0,0,0,0,1,1
SR3-3ef8ad6e54932091,0,0,0,1,0,0,0,0,1,1
SR3-711de788ed49c740,0,0,1,1,0,0,0,0,1,1
SR3-29f2d3c4b55d30b3,0,0,0,0,0,0,0,0,1,1
SR3-94aa78c90ef62481,0,0,1,1,1,1,0,0,0,0
SR3-2a24ce8b6f423f07,0,0,1,1,1,0,0,0,0,0
SR3-5c9c7b5e7fb3e04c,0,0,1,0,0,0,0,0,1,1
SR3-566e219bd86b1243,0,0,0,0,0,0,0,0,1,1
SR3-1c730ac7527ece74,0,0,0,0,0,0,0,0,1,1
SR3-9f6f9cd08bdd86ac,0,0,0,0,0,0,0,0,1,1
SR3-20ecf1a163f0d4fc,0,0,1,1,0,0,0,0,1,1
SR3-66ea799845e0fa20,0,0,0,0,0,0,0,0,1,1
SR3-f9e88e853eeb0a93,0,0,1,0,1,1,0,0,0,0
SR3-46cf037717a3f9d3,0,0,0,0,0,0,0,0,1,1
SR3-0088d1dae2e1b0a2,0,0,0,0,0,0,0,0,1,1
SR3-33aaf04550643833,0,0,0,0,0,0,0,0,1,1
SR3-5054500eab915233,0,0,1,1,0,0,0,0,1,1
SR3-900eb24404d0d87b,0,0,1,1,1,0,0,0,0,0
SR3-adbc98fc07bcbd81,0,0,0,0,0,0,0,0,1,1
SR3-0b31f9c6fbbda8a6,0,0,1,1,0,1,0,0,0,0
SR3-ac4f2afac1cf6463,0,0,0,0,0,0,0,0,1,1
SR3-04479db991a0f6ca,0,0,0,1,0,0,0,0,1,1
SR3-bf6be2b35a0b29a9,0,0,1,1,0,0,0,0,1,1
SR3-b1501905971768ca,0,0,0,0,0,0,0,0,1,1
SR3-9bebd158cf2c0f8f,0,0,0,0,0,0,0,0,1,1
SR3-158555f3ba65e7c5,0,0,1,0,0,0,0,0,1,1
SR3-179a500a048b9d8d,0,0,1,1,0,0,0,0,1,1
SR3-c603adc302443be6,1,0,1,1,0,0,0,0,1,1
SR3-824c0ca7705eea5c,0,0,0,0,0,0,0,0,1,1
SR3-c58081c5e44f89eb,0,0,0,0,0,0,0,0,1,1
SR3-4d9a3939feeb21d9,1,1,1,1,1,1,0,0,0,0
SR3-5516374e155ec5d4,0,0,0,0,0,0,0,0,1,1
SR3-8f14f99ab602555e,0,0,1,1,0,0,0,0,1,1
SR3-c34172dbc563b0a2,0,0,0,0,0,0,0,0,1,1
SR3-f2ad6a55d5ad9ec0,0,0,0,0,0,0,1,1,1,0
SR3-9ceb20fa5ff492c8,0,0,0,0,0,0,0,0,1,1
SR3-d3ce3313fe0f8062,0,0,0,0,0,0,0,0,1,1
SR3-91f961fa75d38701,0,0,0,0,0,0,0,0,1,1
SR3-5823684a20e5fdbd,0,0,0,0,0,0,0,0,1,1
SR3-c60daba5d6f55211,0,0,0,0,0,0,0,0,1,1
SR3-11ed3ba3dea167a6,0,0,1,0,1,1,0,0,0,0
SR3-fbad6fd47668239b,0,0,1,1,1,0,0,0,0,0
SR3-a7a7c5880de453a2,0,0,0,1,0,0,0,0,1,1
SR3-ca2cdb5de866e8c0,1,0,1,1,1,1,0,0,0,0
SR3-eb620f53b1b2b1c5,0,0,0,0,0,0,0,0,1,1
SR3-3bc5f5133504be93,0,0,0,0,0,0,0,0,1,1
SR3-bd0eb6c7d0870d1c,0,0,1,1,0,1,0,0,0,0
SR3-7de230524be85f53,0,0,1,1,0,0,0,0,1,1
SR3-5473401c424272c5,0,0,1,1,1,1,0,0,0,0
SR3-7b226ac45b6845cb,0,0,1,1,0,0,0,0,1,1
SR3-fdb1e32dcc1f8197,0,0,0,0,0,0,0,0,1,1
SR3-9abc18628da47551,0,0,1,1,1,1,0,0,0,0
SR3-0c1db494c7f69122,0,0,0,0,0,0,0,0,1,1
SR3-3169776ecc3bdaa6,1,1,1,1,1,1,0,0,0,0
SR3-0d4a87c5a43c51ad,0,0,0,0,0,0,0,0,1,1
SR3-11eeb796ee16fcbc,0,0,0,0,0,0,0,0,1,1
SR3-ff6f8998589399b3,0,0,0,0,0,0,0,0,1,1
SR3-40323dc6747de410,0,0,1,1,0,0,0,0,1,1
SR3-27b9ea343ae0ec9f,0,0,0,0,0,0,0,0,1,1
SR3-5301150b616bc014,0,0,0,0,0,0,0,0,1,1
SR3-40daa7e2c7f2c430,1,1,1,1,1,1,0,0,0,0
SR3-c60562479796a347,0,0,1,0,0,0,0,0,1,1
SR3-cea10f18cc29e060,0,0,0,0,0,0,0,0,1,1
SR3-91aeb7aa8d8eb0e7,0,0,1,0,0,1,0,0,0,0
SR3-138ca2173b1e2863,0,0,1,1,0,0,0,0,1,1
SR3-21bb2acb2bc210f7,0,0,0,0,0,0,0,0,1,1
SR3-f7ff06fef8e0b3ff,0,0,0,0,0,0,0,0,1,1
SR3-97f75e33bab66787,0,0,1,0,0,0,0,0,1,1
SR3-19b5b420538e11a7,0,0,1,0,0,1,0,0,0,0
SR3-a085122ce7341728,0,0,0,0,0,0,0,0,1,1
SR3-49180f13458c3c78,0,0,1,0,0,0,0,0,0,0
SR3-632468ad98839ee3,1,1,1,1,1,1,0,0,0,0
SR3-f0776ac38683596b,1,0,1,1,1,1,0,0,0,0
SR3-841b8f206a9b4392,0,0,1,1,0,0,0,0,1,1
SR3-eed97a119987ea91,0,0,0,0,0,0,0,0,1,1
SR3-2157e6b65240bc8d,0,0,1,1,0,0,0,0,1,1
SR3-d611b70a3132bb29,0,0,1,1,0,1,0,0,1,0
SR3-326c65b7716ba87d,0,0,0,0,0,0,0,0,1,1
SR3-1c627c765aee1a1b,0,0,0,0,0,0,0,0,1,1
SR3-f46d15a7c6b393e6,0,0,0,1,0,0,0,0,1,1
SR3-378506399d75ec9a,0,0,0,1,0,0,0,0,1,1
SR3-6db9ee5df17cc01b,0,0,0,1,0,0,0,0,1,1
SR3-5b69537432a97122,0,0,0,1,0,0,0,0,1,1
SR3-2ed411f1951b3d3a,0,0,0,0,0,0,0,0,1,1
SR3-bf1171c7d4861510,0,0,1,0,0,0,0,0,1,1
SR3-cb1d25486a2092e8,0,0,1,1,1,1,0,0,0,0
SR3-4db1cad48f037eda,0,0,1,1,0,0,0,0,1,1
SR3-d8faf58c1c0321ca,0,0,0,0,0,0,0,0,1,1
SR3-13ac5d3886fc92ea,1,1,1,1,1,1,0,0,0,0
SR3-4edcdc01dd86681f,0,0,0,0,0,0,0,0,1,1
SR3-c3f0d1534fbbab63,0,0,1,0,0,0,0,0,1,1
SR3-07f7c7dd265c0ba1,0,0,0,0,0,0,0,0,1,1
SR3-5c3d771071bbda85,0,0,1,1,0,0,0,0,1,1
SR3-06a067f80e112a8a,0,0,0,0,0,0,0,0,1,1
SR3-2e76ce9130d969cf,0,0,1,1,0,0,0,0,1,1
SR3-e26a92fc3218180c,0,0,0,0,0,0,0,0,1,1
SR3-ba19e41f4f6085d7,0,0,0,0,0,0,0,0,1,1
SR3-09684904f5cd2616,0,0,0,0,0,0,0,0,1,1
SR3-e2c9a1623b21dff3,0,0,0,0,0,0,0,0,1,1
SR3-29b3eb00878f9170,0,0,0,0,0,0,0,0,1,1
SR3-bd2c7bbea0ad46c5,0,0,0,0,0,0,0,0,1,1
SR3-1ddab7071c05717e,1,1,1,1,0,0,0,0,1,1
SR3-440d4b4ed0b30d77,0,0,0,0,0,0,0,0,1,1
SR3-fd43c01c11d88f16,0,0,1,1,1,1,0,0,0,0
SR3-0d9a273f0a0cc68d,0,0,1,1,1,1,0,0,0,0
SR3-165d38398690f030,0,0,0,1,0,0,0,0,1,1
