record_id,human_title,human_title_abstract,human_final,chatgpt_title,gemini_title,chatgpt_title_abstract,gemini_title_abstract,chatgpt_full_text_tf,gemini_full_text_tf,chatgpt_one_shot,gemini_one_shot,chatgpt_title_missing,gemini_title_missing,chatgpt_title_abstract_missing,gemini_title_abstract_missing,chatgpt_full_text_tf_missing,gemini_full_text_tf_missing,chatgpt_one_shot_missing,gemini_one_shot_missing
SR1-d7bc317d96c88b68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-73f44e4cd833e407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-865c1ffca4451f5a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-a2ae92b190fff2e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SR1-b6904f220ba32f3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-5f484a3303d8ad48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SR1-a049e376bbcbbba5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-421c6844a0f6d06b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-dcb77529e387ce92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-98bba94050d92ffb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-8d436ec14d4a6eba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-8c7d575b446359a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-19eca27d5985827d,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
SR1-8a862b44076fc0fb,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
SR1-9db2e5b6d19af2da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-cedfc5aea64095ab,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-eb4cb3a477894ca8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-77a8c28ff49558cd,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-156d4b425bf8cd16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-9188e27aa1a6df8b,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-8a604f1f53e98b15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-e2f6347b8ad0ca49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-b388d3a8a1a41933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-7e4431c0832f9a60,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
SR1-daccc5e89fdc6d5f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-1a9a9d6ea1f70a6e,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
SR1-5299f8c2c30d3c98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-9bff467a18df5a3e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-110314fa7e39b548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-2249b5b70c6e5de8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-31013844dcd4c45d,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
SR1-52148c14a42af16b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-3da8f194308a9093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-0cb6e7a67290ef9c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-8ea3ed460a69978e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-d5cd13c428e2193f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-307118c0dee9d95a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-864a0605e1a9a7c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-f52e4bf0865b8afd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-b378431f6ad63364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-4f48a8db2cead632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-450f35e1c5714c0d,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-5f596f1e2f62b68f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-365ef028794c5093,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
SR1-7d1007977f1819d9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SR1-dfba26039bf5f932,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
SR1-40b46555d66dcaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SR1-6acf00b1ba3cbd25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-c479fac003b2303d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-69b7c599b17ac468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SR1-9bd4ace05abb2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-113838fb79b2583e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-5c5fe4e34d5fa2a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-7c46ae60905c5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-77fc1e85f94bf555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-2b34268540c1c70c,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-fd98d0848dc1566e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-064994d02aa49446,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-802027d6a4092883,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-1e178120cf49f624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-7b80ee0b4001aacd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-7b4a6045b8efea0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-c5954dfa2a3f6b50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-19a7b98893715ac5,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
SR1-eb298f2d8cabfb59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-c896e01b6ff50fc0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-ca7e71f4c95b80a6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-f97871f7a9465e10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-52d1cf6601cf9347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-a6e98aa79d847a29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-dc11b1613dc7582d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-8f9c6c1987556429,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
SR1-3cbbdd1910b017ff,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-fbfd31b4df0e4283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-ad0619967c534fe0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-6ecd4d710fd957ba,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-f1ad61215b55fd6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-5cd335258bc7cfcc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-190ac40016ca8175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-1b3b6d37dd20b56a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-46789e725547321d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-80c01991d2b4c4f8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-1070fb6bab5a421a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-f4de74123ff712c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-19d48a0a6b560c9f,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-e8b6dbb08fdfdcc6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-ddb1ea6ad38b357d,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-838084ec376a0aad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-e0859ab74d8acdbc,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
SR1-265ad849f938018e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-5140c238dd140ffa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-2525651481b100ac,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-7fd680eae925cac7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-de941b6dc7e22d5e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-1e4b9a381e44c161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-0bc926a5f66222b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-f18c02e0309a919c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-00fe313981a193e1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-2630b15cb13d095c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-ed65b1a9066025b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-f5db475659577ec7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-6a88bcbec48eeaea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-77c176444ebc2b6d,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-be1399e05fc277e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-3f657f43f54a17b7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-482f19ca84dabb42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-94a18963a52ec234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-edeb36cd8c95380a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-e2d3326a9476c5cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-9d2ac6f1637caf44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SR1-aae5f39eb906a697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-3b05b3d100ea1f22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-774a57ee922dd828,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-9103feba37604434,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
SR1-d869f5290d598363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-b7dbece3386e49d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-5813cef8428e18b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-6bf3cca5929684b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-0d29b460ee4a7525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-3fd34ad656cee9b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-38f9043ba9d7b228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-0fd7e14e889531bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-e1a74ff4880dada1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-829917469c881869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-e2fb8890d340679a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-03654737bb9fd9cc,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-fed1acb500575a65,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-70efeb87a418d7d8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-27e26e0cf5b9858b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SR1-5cee166adb9bf9f0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-2910ac853fc4b42d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-2c33a829f0a1dc82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SR1-973b9527b84843f3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-b89f98ba9e23e261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-f4e7ec6639e5b06e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-8bcb0d393b36c7cf,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-596c2746f40ef4d9,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
SR1-afd58062768db398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-1e1d4d2fad1df85c,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
SR1-adc653e634c7c43d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-d378a2ea8ae3a124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-59021b294b18e33d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-222da3177b79d73f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-2d67506b3e7bb560,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SR1-880252d27f31e9f8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-2781b00d1726011f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-dc6f5f47623520e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-0cb33133eb831f01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-aab3cfb2fb5ec8fd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-5b884de7eddede35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-2443ed3365f797b4,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
SR1-cde7355292e3146b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-8d7e4cc2d57686a4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-439937dc0f9cef7c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-7780d4f963fb2a4d,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-e0f4b6455cc5d25d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-c041892d32fa11af,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-b616ad168ef477de,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-abcd335eead1d246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-abda9dae69123bf8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-531654e5b9cd024a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-144dd610291f0f9b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-dea723bfcb38a6cb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-255ab2b34bc2fe9f,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-448889f82089a34f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-b9fe65a8ddfc0b80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-d07dc11f468ac4d3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-ac8f3bd78ab504ea,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-95c82f50a1fdb7ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-4bc41b4528ce56b7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-449dafb3e1c2cb79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-9de79ca84d8fb056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-dd3f629f8c814884,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-24010b8b34eda493,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-d4745a352496a2b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-e506ce57d2cdcb2e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-63f6dc79ea348f3e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-6bdbbb3f311345bc,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
