record_id,human_final,chatgpt_title_abstract,gemini_title_abstract,chatgpt_full_text_ntf,gemini_full_text_ntf,chatgpt_full_text_ntf_missing,gemini_full_text_ntf_missing
SR2-375edefe1716f07a,0,0,0,0,0,1,1
SR2-ce3c4a3d16ed0d01,0,0,0,0,0,1,1
SR2-5877ef9656c84ea0,0,0,0,0,0,1,1
SR2-3ca3c200e100ff54,0,0,0,0,0,1,1
SR2-7a82fd2613d44d6e,0,0,1,0,0,1,1
SR2-b775f6c921caebd0,0,0,1,0,0,1,1
SR2-11c18353fcfb36c3,0,0,0,0,0,1,1
SR2-898471b5f0e432ec,0,0,0,0,0,1,1
SR2-ae99672c5ecb8646,0,0,0,0,0,1,1
SR2-578dc15559568d8a,0,0,0,0,0,1,1
SR2-971e6164614c8f8e,0,0,1,0,0,1,1
SR2-ae879e1f257cfdb3,0,0,1,0,0,1,1
SR2-90310e28b37544e8,0,0,0,0,0,1,1
SR2-e4dd2dfbcd355c1e,0,0,0,0,0,1,1
SR2-dc021a543a616984,0,0,1,0,0,1,1
SR2-12b0a262480951f2,0,0,0,0,0,1,1
SR2-b66290bee78c2d05,0,0,0,0,0,1,1
SR2-1aa871ecfcb1b38d,0,0,0,0,0,1,1
SR2-0a41d901e2ca4153,0,0,0,0,0,1,1
SR2-2faf80334af27d7a,0,0,0,0,0,1,1
SR2-f962e87abdfd7aef,1,1,1,1,1,0,0
SR2-f22a6c959e79bbf2,0,0,0,0,0,1,1
SR2-55cefc59240d9750,0,0,0,0,0,1,1
SR2-0a909a6390c291c0,0,0,0,0,0,1,1
SR2-03167e1a46409239,0,0,0,0,0,1,1
SR2-60b11707c85c52c0,0,0,0,0,0,1,1
SR2-ed8ac5ca0c71d4a9,0,0,0,0,0,1,1
SR2-98825308cfa8c71e,0,0,0,0,0,1,1
SR2-bf6ea987012437fa,0,0,1,0,0,1,1
SR2-4033166744f7df87,0,0,0,0,0,1,1
SR2-6114e970c306cb6f,0,0,0,0,0,1,1
SR2-8931ec8d2654bfd3,0,0,1,0,0,1,1
SR2-f18fe97973167d5f,0,0,0,0,0,1,1
SR2-434e73c72e8e1a48,0,0,0,0,0,1,1
SR2-5f6b04e97c755b02,0,0,0,0,0,1,1
SR2-baf0d41b7ef18222,0,0,0,0,0,1,1
SR2-937d7ef5e6fc3715,0,0,0,0,0,1,1
SR2-55b415297ec2e904,0,0,0,0,0,1,1
SR2-0b1de1df51be0281,0,0,0,0,0,1,1
SR2-e6c7b82fc0022420,0,0,0,0,0,1,1
SR2-b58f22033467f0c1,0,0,1,0,0,1,1
SR2-e1c8ca0c1b40fccb,0,0,0,0,0,1,1
SR2-0e0bad6ba654eae5,0,0,1,0,0,1,1
SR2-9e04f8b97e4797c4,0,0,1,0,0,1,1
SR2-a270d353a54b0c1f,0,0,1,0,0,1,1
SR2-36abc62e67377f1b,0,1,0,1,0,0,0
SR2-5f04815f1b4c0b79,0,0,0,0,0,1,1
SR2-e4173ba48d253d91,0,0,0,0,0,1,1
SR2-6bd8bfc6d3dd5f78,0,0,0,0,0,1,1
SR2-d167c25922bcf4ec,0,0,0,0,0,1,1
SR2-554fd1dddd8ab2df,0,0,0,0,0,1,1
SR2-0f3602bb7011b669,0,1,1,0,1,0,0
SR2-323618c7ffae65d1,1,1,1,1,1,0,0
SR2-75eedfa6cfe4176a,0,0,0,0,0,1,1
SR2-908e9f808caca3fd,0,0,1,0,0,1,1
SR2-8a16eecd9f0c716e,0,0,1,0,0,1,1
SR2-5f52e702763642a2,0,0,0,0,0,1,1
SR2-3c706191d596b1f1,0,0,1,0,0,1,1
SR2-10dce2d9532c7e99,0,0,1,0,0,1,1
SR2-81da3724b063f2ff,0,0,0,0,0,1,1
SR2-db345ee480168aba,0,0,0,0,0,1,1
SR2-01c781a56d6b89f4,0,0,0,0,0,1,1
SR2-a97766d5f2605864,0,0,0,0,0,1,1
SR2-562b7f44aa530507,0,0,0,0,0,1,1
SR2-854999794adf9076,0,0,0,0,0,1,1
SR2-a4ef35f4144ab086,0,0,0,0,0,1,1
SR2-4ac3e576a6271c0c,0,0,0,0,0,1,1
SR2-d9d1a7a16165c186,0,0,1,0,0,1,1
SR2-18435ef4d38ac89b,0,0,0,0,0,1,1
SR2-86fd3707b028212e,0,0,0,0,0,1,1
SR2-69af4ad2ca9b826c,0,0,1,0,0,1,1
SR2-89827e5bc21f04dd,0,0,1,0,0,1,1
SR2-258134e5ff38c703,0,1,1,1,0,0,0
SR2-e9b7ade196348f45,0,0,1,0,0,1,1
SR2-e510314558af6efc,0,0,0,0,0,1,1
SR2-d24638369647473d,0,0,0,0,0,1,1
SR2-7db732b7e1fcec0e,1,1,1,1,1,0,0
SR2-edd41d485d9565f7,0,0,1,0,0,1,1
SR2-3154625445826d3d,0,0,0,0,0,1,1
SR2-4700d62da1e79e7b,0,0,0,0,0,1,1
SR2-5ecfc34a6c525e60,0,0,0,0,0,1,1
SR2-16db128e6eaf2d3f,0,0,0,0,0,1,1
SR2-cb271bcaf17c25b1,0,0,0,0,0,1,1
SR2-d59e8e750e836e07,0,0,0,0,0,1,1
SR2-e508cdd5c97fbeff,0,0,0,0,0,1,1
SR2-b8463cc3bcfbe6b9,0,0,1,0,0,1,1
SR2-7ecd3cda3f18e019,0,0,0,0,0,1,1
SR2-0fee279453951233,0,0,0,0,0,1,1
SR2-845479ad15d14401,0,0,1,0,0,1,1
SR2-90c917fad3495392,0,0,0,0,0,1,1
SR2-04cb0e13533bd967,0,0,0,0,0,1,1
SR2-7e9d98dac50bbd61,0,0,0,0,0,1,1
SR2-c7623c5cc244f317,0,0,0,0,0,1,1
SR2-06917463c46ade4d,0,0,0,0,0,1,1
SR2-c1e222e40ee4b6ab,0,0,0,0,0,1,1
SR2-e037c6f284b7dc10,0,0,1,0,0,1,1
SR2-1c3e932aff8a9688,0,0,0,0,0,1,1
SR2-a9adec5cb056616b,0,0,1,0,0,1,1
SR2-cbeb0e7b1d23aea6,0,0,1,0,0,1,1
SR2-df0b33bd6e877814,0,1,1,1,1,0,0
SR2-7548ba5d2ac31f99,0,0,0,0,0,1,1
SR2-1aa4d267f73b6427,0,0,0,0,0,1,1
SR2-d995815655f02145,0,0,1,0,0,1,1
SR2-34667e998e11450b,0,1,1,1,1,0,0
SR2-acce6aa8e7e4d604,0,0,0,0,0,1,1
SR2-a31450a1e956925b,0,0,0,0,0,1,1
SR2-5e26c9eb1d44821c,0,0,1,0,0,1,1
SR2-0836146b43030d53,0,0,0,0,0,1,1
SR2-db203129280b8c53,0,0,0,0,0,1,1
SR2-2b76aeda73ee708e,1,1,1,1,1,0,0
SR2-232655028273dd98,0,0,0,0,0,1,1
SR2-3b2dc4e2b773f971,0,0,1,0,0,1,1
SR2-ff7bc343861ab128,0,0,0,0,0,1,1
SR2-08007ab8fdb570ef,0,0,1,0,0,1,1
SR2-8f8e0009c9f17257,0,0,0,0,0,1,1
SR2-18ade144fbc8773d,0,0,0,0,0,1,1
SR2-8b2a2da87d1ae8c5,0,0,0,0,0,1,1
SR2-fcf8942fbb5aa739,0,0,1,0,0,1,1
SR2-bde791bed5548112,0,0,0,0,0,1,1
SR2-edf6ce1ad0c333d5,0,0,0,0,0,1,1
SR2-4d0fe4a89d8feb01,0,0,0,0,0,1,1
SR2-5f3d913a4ed97c2a,0,1,1,1,0,0,0
SR2-ce58585346bfbcc2,0,0,1,0,0,1,1
SR2-346f5b75f89fd9e9,0,0,1,0,0,1,1
SR2-5ff4228eaa9cebb1,1,1,1,1,1,0,0
SR2-c3591ed7bd319f0e,0,0,0,0,0,1,1
SR2-bf63f59cfe362072,0,0,1,0,0,1,1
SR2-b814431626a97c4d,0,0,0,0,0,1,1
SR2-9c421f68c8546151,0,0,0,0,0,1,1
SR2-206eda3f444cf3f0,0,0,0,0,0,1,1
SR2-7c862203778f8bc1,0,0,0,0,0,1,1
SR2-3842661df158ff65,0,0,0,0,0,1,1
SR2-67ccab64e421db36,0,0,1,0,0,1,1
SR2-8c4ccb6f5f0301a9,0,0,0,0,0,1,1
SR2-67cd9ee57b5c2f7f,0,0,0,0,0,1,1
SR2-019b08f0d394d82b,0,0,1,0,0,1,1
SR2-2ccecce5f6f94286,0,0,0,0,0,1,1
SR2-67ad3562037a796d,0,0,0,0,0,1,1
SR2-930bdee933894eb1,0,0,0,0,0,1,1
SR2-5ca3cc0a4edeb7de,0,0,1,0,0,1,1
SR2-c493616755abe569,0,0,0,0,0,1,1
SR2-a5d4244edae86071,0,0,0,0,0,1,1
SR2-1fe97a72b6f7a1f3,0,0,1,0,0,1,1
SR2-84e8765472e54d24,0,0,0,0,0,1,1
SR2-457f6de2bebe977e,0,0,1,0,0,1,1
SR2-91d0f98ef39f8593,0,0,0,0,0,1,1
SR2-9ed4b66ec6a2171a,0,0,0,0,0,1,1
SR2-b546b67099580403,0,0,1,0,0,1,1
SR2-a7048b7b9d10d8f2,0,0,0,0,0,1,1
SR2-1ea2d194b7422c6e,0,0,0,0,0,1,1
SR2-45fbe4d35f5256e2,0,0,1,0,0,1,1
SR2-c152b270540fb757,0,0,0,0,0,1,1
SR2-19180aef40ba0157,0,0,0,0,0,1,1
SR2-08386cbd5ced5fb4,0,0,0,0,0,1,1
SR2-2b548b2c1ad7d484,0,1,0,0,0,0,0
SR2-011872ebed9ef7f1,0,0,1,0,0,1,1
SR2-67e0f56e830cf497,0,0,0,0,0,1,1
SR2-4735594027a72df9,0,0,1,0,0,1,1
SR2-51635b4aa125b150,0,0,0,0,0,1,1
SR2-5690cd00c7298592,0,0,0,0,0,1,1
SR2-e18590ab7b76528b,0,0,0,0,0,1,1
SR2-25d8c54e0db36963,0,0,0,0,0,1,1
SR2-f401e5aa1a35e277,0,0,0,0,0,1,1
SR2-76273e3b157070f7,0,0,1,0,0,1,1
SR2-cf581cb2d93fd70d,0,0,0,0,0,1,1
SR2-240df2b69c4ff97c,0,0,0,0,0,1,1
SR2-1297033b42905326,0,0,0,0,0,1,1
SR2-6cd72c79f3510c2a,0,0,0,0,0,1,1
SR2-526dbb502c71f27f,0,0,0,0,0,1,1
SR2-02eeff80c0a4af04,0,0,0,0,0,1,1
SR2-02d6f24a38538e57,0,0,1,0,0,1,1
SR2-a54b08d18c69f743,0,0,0,0,0,1,1
SR2-95681417f5b4a310,0,0,0,0,0,1,1
SR2-4160df4793ad7c3f,0,0,0,0,0,1,1
SR2-541b1c317e7a9547,0,0,0,0,0,1,1
SR2-91a14db33703b503,0,0,1,0,0,1,1
SR2-b02f71491b47f064,0,0,0,0,0,1,1
SR2-6a54596abec7ef3b,0,0,0,0,0,1,1
SR2-221133435c678353,0,0,1,0,0,1,1
SR2-a59422156b6c206d,0,0,0,0,0,1,1
SR2-4690d437615ec9fb,0,0,0,0,0,1,1
SR2-a4c93a8d2007c207,0,0,0,0,0,1,1
SR2-3dbd0a6a763e4fb0,0,0,1,0,0,1,1
SR2-503de5bf367534c8,0,0,0,0,0,1,1
SR2-e1d91bd9d9a3a3ff,0,0,0,0,0,1,1
SR2-dd5c927d3488d012,0,0,1,0,0,1,1
SR2-ec68254d27cb019e,0,0,0,0,0,1,1
SR2-9a2938458106fa8c,0,0,0,0,0,1,1
SR2-7ea30b03a15e94d2,0,0,0,0,0,1,1
SR2-dc810975de3a8f73,0,0,0,0,0,1,1
SR2-3c98d40a5b89884e,0,0,0,0,0,1,1
SR2-c3e1f393bb65fd57,0,0,0,0,0,1,1
SR2-a8a0283518e5a693,0,0,0,0,0,1,1
SR2-9e3bc678e8229a3b,0,0,0,0,0,1,1
SR2-4a4813edd0d59af5,0,0,0,0,0,1,1
SR2-830188e1a1e21a17,0,0,0,0,0,1,1
SR2-1e73863d8c12e586,0,0,0,0,0,1,1
SR2-0f3dc2e1a052c101,0,0,0,0,0,1,1
SR2-24b82e3bb7221529,0,0,0,0,0,1,1
SR2-a1232e76977486e4,0,0,0,0,0,1,1
SR2-c749cfc723061ae0,0,1,1,1,1,0,0
SR2-869fcfb42224de7a,0,1,1,1,1,0,0
SR2-d3f981e3325e995c,0,0,0,0,0,1,1
SR2-173e13b52148333f,0,0,0,0,0,1,1
SR2-582b3d6bc126f7b1,0,0,0,0,0,1,1
SR2-9f9250d63e4a8f32,0,0,0,0,0,1,1
SR2-8b174e442b656989,0,0,1,0,0,1,1
SR2-1623abfe8602a82e,0,0,0,0,0,1,1
SR2-435c1d177ae98081,0,0,1,0,0,1,1
SR2-d9a04ee1031e6d69,0,0,0,0,0,1,1
SR2-6657b9eef26d405e,0,0,0,0,0,1,1
SR2-45ab9b42820a9f8a,0,0,1,0,0,1,1
SR2-5fc6c6b2d79aa13e,0,1,1,1,1,0,0
SR2-e9841a04a781c6f8,0,0,0,0,0,1,1
SR2-93b153b6c1810934,0,0,0,0,0,1,1
SR2-d9be53ed08ac26d3,0,0,1,0,0,1,1
SR2-28f9b0671a82f99b,0,0,1,0,0,1,1
SR2-4e8e8a87197324bb,1,1,1,1,1,0,0
SR2-786e2c4dcc17a68a,0,0,1,0,0,1,1
SR2-089148bfd44946c0,0,1,1,1,1,0,0
SR2-bd12a0705ebc38db,0,0,1,0,0,1,1
SR2-02591709fe265984,0,0,0,0,0,1,1
SR2-38cfd83a7887c117,0,0,1,0,0,1,1
SR2-dba14364f88512b0,0,0,0,0,0,1,1
SR2-337911f87ff2b29b,0,1,1,1,1,0,0
SR2-4fa4118256f07241,0,0,0,0,0,1,1
SR2-b9e33ee551088f1c,0,0,0,0,0,1,1
SR2-f90ccd92b8c3577b,0,0,0,0,0,1,1
SR2-727c941329fd7010,0,0,0,0,0,1,1
SR2-cc81147ba90b77f4,0,0,0,0,0,1,1
SR2-1213ea7f4a7a434b,0,0,0,0,0,1,1
SR2-aa5d3da91bb1533a,0,0,0,0,0,1,1
SR2-84fe5bd643e3778b,0,0,0,0,0,1,1
SR2-0b448ee7b96de9c9,0,0,0,0,0,1,1
SR2-ccd20a7e8cae260d,0,0,0,0,0,1,1
SR2-2b58d3c9ac96eb22,0,0,0,0,0,1,1
SR2-0cfa2d99975e596f,0,0,0,0,0,1,1
SR2-55f1286d8f8a4637,0,0,0,0,0,1,1
SR2-f56817de29edc051,0,0,1,0,0,1,1
SR2-e94bed33fbc22d41,0,0,1,0,0,1,1
SR2-e4cad5adcf6089d8,0,0,0,0,0,1,1
SR2-de84c2b2bd47bbae,0,0,0,0,0,1,1
SR2-40814442989c01ec,0,0,1,0,0,1,1
SR2-ad9f6730730f5e56,0,0,0,0,0,1,1
SR2-8179d3cc8c9e578d,0,0,0,0,0,1,1
SR2-2c6502ba2a333dcc,0,0,0,0,0,1,1
SR2-47a515e30d273a39,0,0,0,0,0,1,1
SR2-60676209b78fe6a9,0,0,1,0,0,1,1
SR2-a9abb73a0a909c21,0,0,1,0,0,1,1
SR2-f1fe2eb68fde0b24,0,0,1,0,0,1,1
SR2-6732b574f5a4b262,0,0,0,0,0,1,1
SR2-6d48ea760ef6353c,0,0,0,0,0,1,1
SR2-fc280d4b42dba690,0,0,1,0,0,1,1
SR2-ffcbe612dc5f9f58,0,0,0,0,0,1,1
SR2-afd46b87a2a01e31,0,0,0,0,0,1,1
SR2-4d0e65f4f1f6cefe,0,0,0,0,0,1,1
SR2-8b2a776ac976c9a8,0,0,0,0,0,1,1
SR2-543a5a7c2b9f5b66,0,0,0,0,0,1,1
SR2-0622eae13f969d82,0,0,0,0,0,1,1
SR2-40f889e2ad3468c9,0,0,0,0,0,1,1
SR2-fd4d75a453b6ff89,0,0,1,0,0,1,1
SR2-79bde9d47cdcc12c,0,0,0,0,0,1,1
SR2-4543eeef52cd2a41,0,0,1,0,0,1,1
SR2-3fdd6f6de7087df6,0,0,1,0,0,1,1
SR2-7115105f3f4af293,0,0,0,0,0,1,1
SR2-bf3ef21cf81205ec,0,0,0,0,0,1,1
SR2-d63360ef71d6c1fb,0,0,1,0,0,1,1
SR2-880f30eba69ef1e7,0,0,0,0,0,1,1
SR2-a6109c0de3e028a2,0,0,1,0,0,1,1
SR2-b95cda21f39ad962,0,1,0,1,0,0,0
SR2-7cfb5855590093a7,0,0,1,0,0,1,1
SR2-d54022c6f610e0bf,0,0,0,0,0,1,1
SR2-0898ad26d53e14c1,0,0,0,0,0,1,1
SR2-18252fd8713fd7da,0,0,0,0,0,1,1
SR2-ca98efdce8f40ffe,0,0,0,0,0,1,1
SR2-fb2cee9e7db45402,0,0,0,0,0,1,1
SR2-d605c787887befab,0,1,1,1,1,0,0
SR2-4009100e39eee487,0,0,0,0,0,1,1
SR2-5a21e07fa1649056,0,0,0,0,0,1,1
SR2-0f6d898dd0b45c8c,0,0,1,0,0,1,1
SR2-0179e84280b4183b,0,0,0,0,0,1,1
SR2-23ac674fc3480251,0,0,0,0,0,1,1
SR2-6a9d20479c91db80,0,0,0,0,0,1,1
SR2-2a0b1428144b40a8,0,0,1,0,0,1,1
SR2-be3e0179a2dc6a36,0,0,1,0,0,1,1
SR2-2e269cd735d40168,0,0,0,0,0,1,1
SR2-751d391064c965e2,0,0,0,0,0,1,1
SR2-544bba60aa97a022,0,0,0,0,0,1,1
SR2-7c9f8e2f1865d3c4,0,0,0,0,0,1,1
SR2-787090faebd53f9e,0,0,1,0,0,1,1
SR2-a456074f27dcafd8,0,0,0,0,0,1,1
SR2-be3d98a881e22429,0,0,1,0,0,1,1
SR2-8ed936a93ef9208c,0,0,0,0,0,1,1
SR2-34caee59766560b8,0,0,0,0,0,1,1
SR2-4325d28e5b3016fc,0,0,0,0,0,1,1
SR2-05b65f664e459eea,0,0,0,0,0,1,1
SR2-cce546f87c94bfaf,0,0,0,0,0,1,1
SR2-ec6d6120a4d43b22,0,0,1,0,0,1,1
SR2-286ef9218a348202,0,0,0,0,0,1,1
SR2-b514579e8d04da19,0,0,0,0,0,1,1
SR2-5ce1c6937bd0bcf3,0,0,0,0,0,1,1
SR2-729955935264b6b4,0,0,1,0,0,1,1
SR2-79682fa0d66588d2,0,0,0,0,0,1,1
SR2-22f0dcbbc54faa96,0,0,0,0,0,1,1
SR2-e6c64cfbee5e6a23,0,0,0,0,0,1,1
SR2-fae8d4e0f4ee46b8,0,0,0,0,0,1,1
SR2-23f9cf1b79d1cb1a,0,0,0,0,0,1,1
SR2-46aab2320a9aa42a,0,0,0,0,0,1,1
SR2-9e5c7dd3b154f027,0,0,0,0,0,1,1
SR2-d406cdf15670b891,0,0,0,0,0,1,1
SR2-898d0a119955c083,0,0,1,0,0,1,1
SR2-4e5c43a810392169,0,0,0,0,0,1,1
SR2-15d9e9ee83bb5cd4,0,0,0,0,0,1,1
SR2-fd659f32de4df93b,0,0,0,0,0,1,1
SR2-f8924654d62b4b4f,0,0,1,0,0,1,1
SR2-a77362b867b6a28a,0,1,0,1,0,0,0
SR2-03412777f9ce9751,0,0,0,0,0,1,1
SR2-6b53cecc87fa36e3,0,0,0,0,0,1,1
SR2-9375b1fbe44717af,0,0,0,0,0,1,1
SR2-18a554012328009f,0,0,0,0,0,1,1
SR2-fbf89e356b9ac480,0,0,1,0,0,1,1
SR2-a9964dd8fa480a43,0,0,0,0,0,1,1
SR2-7a035e08c93c351f,0,0,1,0,0,1,1
SR2-f3f1936f1c19b8ad,0,0,0,0,0,1,1
SR2-a43a660a0e23ae92,0,0,0,0,0,1,1
SR2-193f7b19bb396d32,0,0,1,0,0,1,1
SR2-e3a48e398e7f35a2,0,1,0,1,0,0,0
SR2-9fc7bfc09a748d45,0,0,0,0,0,1,1
SR2-70c8a93c65f4c034,0,0,0,0,0,1,1
SR2-c4546f219ea950c3,0,0,0,0,0,1,1
SR2-f32d67b86e667b8d,0,0,0,0,0,1,1
SR2-73ab371f78e0e066,0,0,0,0,0,1,1
SR2-1245d6183deee5a9,0,0,0,0,0,1,1
SR2-48e5a2b511bc09b0,0,0,0,0,0,1,1
SR2-7cc99ab9fa83ef60,0,1,1,1,0,0,0
SR2-a6811974b883ff7d,0,0,1,0,0,1,1
SR2-2ffab59c210cfc01,0,0,0,0,0,1,1
SR2-5605be8ccd51626e,0,0,0,0,0,1,1
SR2-6e30d9ec77c776ba,0,0,1,0,0,1,1
SR2-2cadffa93ddee885,0,0,1,0,0,1,1
